# MF Multiple Point Complexities
experiment,MF1C0,MF1C1,MF1C2,MF2C0,MF2C1,MF2C2,MF3C0,MF3C1,MF3C2
1,0.00025175788,0.148740772986649,-0.009127407073975746,3.4075343e-05,-0.0014360718884560697,-0.023832473754879402,0.04485212,0.40509630311154865,0.19022294998168832
