# Slow Site Complexity
experiment,MF1C0,MF1C1,MF1C2,MF2C0,MF2C1,MF2C2,MF3C0,MF3C1,MF3C2,MF4C0,MF4C1,MF4C2
1,0.00036067856,0.6174725083586345,-0.0027435207366934833
