# MF Multiple Point Complexities
experiment,MF1C0,MF1C1,MF1C2,MF2C0,MF2C1,MF2C2,MF3C0,MF3C1,MF3C2,MF4C0,MF4C1,MF4C2
1,0.7633146,17.46387319577481,7.730545501708981,0.9452247,12.299498183975139,6.058773174285889,0.8596737,14.841657743377425,7.411057472229004
